filename,width,height,class,xmin,ymin,xmax,ymax
plastic-bag-23-_jpeg.rf.47bba474e9d4333788e85683d589f115.jpg,160,160,LDPE,26,15,134,156
botol-shampoo-73-_jpeg.rf.47c4460a4002d31f5b74821a798857f9.jpg,160,160,PVC,35,27,73,133
botol-shampoo-73-_jpeg.rf.47c4460a4002d31f5b74821a798857f9.jpg,160,160,PVC,86,25,125,134
chemical-cont-40-_jpeg.rf.47115cdba16e83ad31262181a83a6739.jpg,160,160,HDPE,121,63,155,147
chemical-cont-40-_jpeg.rf.47115cdba16e83ad31262181a83a6739.jpg,160,160,HDPE,95,76,121,146
chemical-cont-40-_jpeg.rf.47115cdba16e83ad31262181a83a6739.jpg,160,160,HDPE,70,91,96,147
chemical-cont-40-_jpeg.rf.47115cdba16e83ad31262181a83a6739.jpg,160,160,HDPE,50,106,70,145
chemical-cont-40-_jpeg.rf.47115cdba16e83ad31262181a83a6739.jpg,160,160,HDPE,37,113,50,145
chemical-cont-40-_jpeg.rf.47115cdba16e83ad31262181a83a6739.jpg,160,160,HDPE,25,114,37,145
chemical-cont-40-_jpeg.rf.47115cdba16e83ad31262181a83a6739.jpg,160,160,HDPE,16,123,24,144
chemical-cont-40-_jpeg.rf.47115cdba16e83ad31262181a83a6739.jpg,160,160,HDPE,8,128,15,145
chemical-cont-40-_jpeg.rf.47115cdba16e83ad31262181a83a6739.jpg,160,160,HDPE,2,129,8,144
chemical-cont-80-_jpeg.rf.4754559ffa23d66f3b6fafdf5ceeeac5.jpg,160,160,HDPE,23,12,139,151
ps-2024-06-10T235332-424_jpeg.rf.489e08476cf06a74753190e9febeab15.jpg,160,160,PS,39,18,115,131
sunlight-21-_jpeg.rf.481aa467416653e56b50fe340cc80c10.jpg,160,160,Other,31,6,132,155
plastic-bag-93-_jpeg.rf.4792d200492eec83bcf46929e7e46d93.jpg,160,160,LDPE,78,26,146,131
plastic-bag-93-_jpeg.rf.4792d200492eec83bcf46929e7e46d93.jpg,160,160,LDPE,58,40,111,123
plastic-bag-93-_jpeg.rf.4792d200492eec83bcf46929e7e46d93.jpg,160,160,LDPE,31,54,88,115
plastic-bag-93-_jpeg.rf.4792d200492eec83bcf46929e7e46d93.jpg,160,160,LDPE,10,65,64,134
botol-detergen-2024-06-19T171308-279_jpeg.rf.472ba41621099f6dbb76eb8b71736db9.jpg,160,160,PVC,21,41,78,137
botol-detergen-2024-06-19T171308-279_jpeg.rf.472ba41621099f6dbb76eb8b71736db9.jpg,160,160,PVC,60,42,112,129
botol-detergen-2024-06-19T171308-279_jpeg.rf.472ba41621099f6dbb76eb8b71736db9.jpg,160,160,PVC,90,43,137,122
soklin-2024-06-19T171942-284_jpeg.rf.4756395afe586f3a81f44d4e817baecd.jpg,160,160,Other,77,37,149,136
ps-44-_jpeg.rf.48a6e438027040a098a608dc6d0be4ca.jpg,160,160,PS,10,0,152,157
cocacola-17-_jpeg.rf.48175448bbe54a9af7b9c543dc30c20a.jpg,160,160,PET,64,104,71,149
cocacola-17-_jpeg.rf.48175448bbe54a9af7b9c543dc30c20a.jpg,160,160,PET,71,101,80,149
cocacola-17-_jpeg.rf.48175448bbe54a9af7b9c543dc30c20a.jpg,160,160,PET,78,103,86,149
cocacola-17-_jpeg.rf.48175448bbe54a9af7b9c543dc30c20a.jpg,160,160,PET,95,3,138,160
rinso-81-_jpeg.rf.485a740906986ab5f5a93fa9a1abb6ce.jpg,160,160,Other,31,4,130,154
ps-153-_jpeg.rf.47b9fcd50a3cf4c321acbe21fa64262c.jpg,160,160,PS,44,22,115,136
rinso-34-_jpeg.rf.491cd88fe2650813ffbae55ae06c4473.jpg,160,160,Other,31,13,123,144
ps-195-_jpeg.rf.485ed6f05d36c5032265980237e3e9f8.jpg,160,160,PS,51,20,108,46
ps-195-_jpeg.rf.485ed6f05d36c5032265980237e3e9f8.jpg,160,160,PS,58,6,101,24
ps-195-_jpeg.rf.485ed6f05d36c5032265980237e3e9f8.jpg,160,160,PS,57,44,104,85
ps-195-_jpeg.rf.485ed6f05d36c5032265980237e3e9f8.jpg,160,160,PS,52,74,111,122
ps-195-_jpeg.rf.485ed6f05d36c5032265980237e3e9f8.jpg,160,160,PS,50,105,116,157
trashbag-69-_jpeg.rf.48cb9ab1d8038b6246c9649e51199b4a.jpg,160,160,LDPE,30,2,123,155
ps-2024-06-10T235333-721_jpeg.rf.47b132332957f0a3920dcfa437b0b998.jpg,160,160,PS,53,9,155,97
ps-2024-06-10T235333-721_jpeg.rf.47b132332957f0a3920dcfa437b0b998.jpg,160,160,PS,10,86,75,144
trash-bin-44-_jpeg.rf.49506c13eeb8f8e00ee03f803de2495d.jpg,160,160,HDPE,8,23,20,48
trash-bin-44-_jpeg.rf.49506c13eeb8f8e00ee03f803de2495d.jpg,160,160,HDPE,32,24,48,52
trash-bin-44-_jpeg.rf.49506c13eeb8f8e00ee03f803de2495d.jpg,160,160,HDPE,59,20,76,52
trash-bin-44-_jpeg.rf.49506c13eeb8f8e00ee03f803de2495d.jpg,160,160,HDPE,89,17,106,52
trash-bin-44-_jpeg.rf.49506c13eeb8f8e00ee03f803de2495d.jpg,160,160,HDPE,110,10,133,53
trash-bin-44-_jpeg.rf.49506c13eeb8f8e00ee03f803de2495d.jpg,160,160,HDPE,17,67,38,99
trash-bin-44-_jpeg.rf.49506c13eeb8f8e00ee03f803de2495d.jpg,160,160,HDPE,17,67,37,98
trash-bin-44-_jpeg.rf.49506c13eeb8f8e00ee03f803de2495d.jpg,160,160,HDPE,49,70,68,101
trash-bin-44-_jpeg.rf.49506c13eeb8f8e00ee03f803de2495d.jpg,160,160,HDPE,51,70,68,100
trash-bin-44-_jpeg.rf.49506c13eeb8f8e00ee03f803de2495d.jpg,160,160,HDPE,81,82,103,100
trash-bin-44-_jpeg.rf.49506c13eeb8f8e00ee03f803de2495d.jpg,160,160,HDPE,117,60,142,98
trash-bin-44-_jpeg.rf.49506c13eeb8f8e00ee03f803de2495d.jpg,160,160,HDPE,24,122,40,149
trash-bin-44-_jpeg.rf.49506c13eeb8f8e00ee03f803de2495d.jpg,160,160,HDPE,55,119,71,147
trash-bin-44-_jpeg.rf.49506c13eeb8f8e00ee03f803de2495d.jpg,160,160,HDPE,83,116,103,149
chemical-cont-67-_jpeg.rf.49246466d8c2784ae90325d84a35b405.jpg,160,160,HDPE,24,9,138,149
botol-detergen-9-_jpeg.rf.4934aefe56a2169074215ee3d5f44489.jpg,160,160,PVC,41,6,137,151
soklin-60-_jpeg.rf.497e80b9ce771ede13e926290fa9e997.jpg,160,160,Other,51,9,109,83
soklin-60-_jpeg.rf.497e80b9ce771ede13e926290fa9e997.jpg,160,160,Other,52,80,107,155
tupperware-93-_jpeg.rf.48e5ac7deb05c28f2db6ffe400344892.jpg,160,160,PP,114,44,139,132
tupperware-93-_jpeg.rf.48e5ac7deb05c28f2db6ffe400344892.jpg,160,160,PP,84,44,111,135
tupperware-93-_jpeg.rf.48e5ac7deb05c28f2db6ffe400344892.jpg,160,160,PP,54,37,80,134
tupperware-93-_jpeg.rf.48e5ac7deb05c28f2db6ffe400344892.jpg,160,160,PP,21,34,49,137
rinso-80-_jpeg.rf.4922fef7a3b7f54d2dd0ddef94f2e9e9.jpg,160,160,Other,1,15,67,118
rinso-80-_jpeg.rf.4922fef7a3b7f54d2dd0ddef94f2e9e9.jpg,160,160,Other,50,29,111,132
rinso-80-_jpeg.rf.4922fef7a3b7f54d2dd0ddef94f2e9e9.jpg,160,160,Other,94,41,160,148
plastic-bag-40-_jpeg.rf.49b3b55080ba09710756ad1eac5cd607.jpg,160,160,LDPE,47,28,114,130
plastic-bag-45-_jpeg.rf.497745c0cf5d8312b81c22c4dffc1971.jpg,160,160,LDPE,111,27,160,132
plastic-bag-45-_jpeg.rf.497745c0cf5d8312b81c22c4dffc1971.jpg,160,160,LDPE,66,18,119,139
plastic-bag-45-_jpeg.rf.497745c0cf5d8312b81c22c4dffc1971.jpg,160,160,LDPE,2,27,65,145
botol-shampoo-25-_jpeg.rf.494cfb6b9dc40d9a96e9d9706a8cf184.jpg,160,160,PVC,121,11,160,146
botol-shampoo-25-_jpeg.rf.494cfb6b9dc40d9a96e9d9706a8cf184.jpg,160,160,PVC,70,16,133,150
botol-shampoo-25-_jpeg.rf.494cfb6b9dc40d9a96e9d9706a8cf184.jpg,160,160,PVC,38,13,82,147
botol-shampoo-25-_jpeg.rf.494cfb6b9dc40d9a96e9d9706a8cf184.jpg,160,160,PVC,0,16,50,151
storage-cont-41-_jpeg.rf.49d0c5e967d7770112d2c956e070eb1e.jpg,160,160,HDPE,20,38,117,96
storage-cont-41-_jpeg.rf.49d0c5e967d7770112d2c956e070eb1e.jpg,160,160,HDPE,18,97,113,151
botol-detergen-10-_jpeg.rf.48da0cbeb7f723ba533fd0db36b43cd8.jpg,160,160,PVC,45,11,116,133
ps-140-_jpeg.rf.4a72826a276731ba52505d6361bb15aa.jpg,160,160,PS,31,11,130,151
storage-cont-59-_jpeg.rf.4b1ce79ac10109ab261a3a307c960a0a.jpg,160,160,HDPE,11,20,149,138
tupperware-2024-06-18T220956-138_jpeg.rf.4c0c2cb0a2f01aea1632aa03f8a9e35c.jpg,160,160,PP,19,36,47,134
tupperware-2024-06-18T220956-138_jpeg.rf.4c0c2cb0a2f01aea1632aa03f8a9e35c.jpg,160,160,PP,51,37,79,133
tupperware-2024-06-18T220956-138_jpeg.rf.4c0c2cb0a2f01aea1632aa03f8a9e35c.jpg,160,160,PP,85,38,117,133
tupperware-2024-06-18T220956-138_jpeg.rf.4c0c2cb0a2f01aea1632aa03f8a9e35c.jpg,160,160,PP,119,36,149,133
tupperware-2024-06-18T220957-225_jpeg.rf.4c45c3d08c3537391078ff81a1ba31a5.jpg,160,160,PP,4,25,51,130
tupperware-2024-06-18T220957-225_jpeg.rf.4c45c3d08c3537391078ff81a1ba31a5.jpg,160,160,PP,53,26,83,131
tupperware-2024-06-18T220957-225_jpeg.rf.4c45c3d08c3537391078ff81a1ba31a5.jpg,160,160,PP,86,27,122,130
tupperware-2024-06-18T220957-225_jpeg.rf.4c45c3d08c3537391078ff81a1ba31a5.jpg,160,160,PP,124,28,160,132
botol-detergen-51-_jpeg.rf.4a4330f383f61e05eddf3d7270d62fa3.jpg,160,160,PVC,54,12,105,141
cocacola-28-_jpeg.rf.4b2c327c8dce883bef20cba406257400.jpg,160,160,PET,25,15,128,156
aqua-5-_jpeg.rf.4973a00e13e6288fb0fd1cc9ed6a9429.jpg,160,160,PET,57,1,103,160
tutup-botol-63-_jpeg.rf.4c53384149295149bb9bbf7020312a18.jpg,160,160,HDPE,97,54,132,91
tutup-botol-63-_jpeg.rf.4c53384149295149bb9bbf7020312a18.jpg,160,160,HDPE,67,54,94,92
tutup-botol-63-_jpeg.rf.4c53384149295149bb9bbf7020312a18.jpg,160,160,HDPE,36,60,66,96
plastic-bag-23-_jpeg.rf.4c92cc43355b5d60d09401d7e67b36f9.jpg,160,160,LDPE,26,15,134,156
rinso-78-_jpeg.rf.4c3956265bcf44f9ade119f71c1bfbb1.jpg,160,160,Other,43,15,116,146
storage-cont-26-_jpeg.rf.4b3303cdff9b0d8df22a50947d4880d5.jpg,160,160,HDPE,5,34,154,129
botol-shampoo-55-_jpeg.rf.4c6c9cf89a7f6dbdea71c6a958f89755.jpg,160,160,PVC,52,0,121,160
tutup-botol-73-_jpeg.rf.4c9fd59a77d7306ee2d90042ce143786.jpg,160,160,HDPE,97,58,128,93
tutup-botol-73-_jpeg.rf.4c9fd59a77d7306ee2d90042ce143786.jpg,160,160,HDPE,64,55,96,94
tutup-botol-73-_jpeg.rf.4c9fd59a77d7306ee2d90042ce143786.jpg,160,160,HDPE,39,62,66,96
chemical-cont-76-_jpeg.rf.4ca6b838ff9e3ee920de57828f5604ae.jpg,160,160,HDPE,26,7,131,153
rinso-77-_jpeg.rf.4a56c0e173dbe1305d72f0b0b91a48b3.jpg,160,160,Other,61,14,99,49
rinso-77-_jpeg.rf.4a56c0e173dbe1305d72f0b0b91a48b3.jpg,160,160,Other,57,46,107,91
rinso-77-_jpeg.rf.4a56c0e173dbe1305d72f0b0b91a48b3.jpg,160,160,Other,48,91,84,146
rinso-77-_jpeg.rf.4a56c0e173dbe1305d72f0b0b91a48b3.jpg,160,160,Other,81,91,110,144
rinso-57-_jpeg.rf.4c8d677aa86513d5f10e04aa9e5ff112.jpg,160,160,Other,14,11,80,70
rinso-57-_jpeg.rf.4c8d677aa86513d5f10e04aa9e5ff112.jpg,160,160,Other,3,68,82,144
rinso-57-_jpeg.rf.4c8d677aa86513d5f10e04aa9e5ff112.jpg,160,160,Other,78,14,156,69
rinso-57-_jpeg.rf.4c8d677aa86513d5f10e04aa9e5ff112.jpg,160,160,Other,82,56,159,138
fanta-86-_jpeg.rf.4c5cee9c9e2783cbcd9f4a2737dabb16.jpg,160,160,PET,62,13,101,145
storage-cont-57-_jpeg.rf.4d267704c86059eb5c19b8d88f2ca9a3.jpg,160,160,HDPE,15,44,85,102
storage-cont-57-_jpeg.rf.4d267704c86059eb5c19b8d88f2ca9a3.jpg,160,160,HDPE,74,32,142,85
storage-cont-57-_jpeg.rf.4d267704c86059eb5c19b8d88f2ca9a3.jpg,160,160,HDPE,7,78,90,152
storage-cont-57-_jpeg.rf.4d267704c86059eb5c19b8d88f2ca9a3.jpg,160,160,HDPE,92,129,160,160
storage-cont-57-_jpeg.rf.4d267704c86059eb5c19b8d88f2ca9a3.jpg,160,160,HDPE,86,73,154,133
botol-shampoo-6-_jpeg.rf.4a9d944a9bc5ee5cf82bcb90ac0746bc.jpg,160,160,PVC,61,14,99,147
kantong-plastik-93-_jpeg.rf.4a87de81defe8803937c7b2ee729472e.jpg,160,160,LDPE,33,18,131,140
indomie-58-_jpeg.rf.4afb24ddce8f7c4399f9f84aa1646dc0.jpg,160,160,PP,4,0,70,88
indomie-58-_jpeg.rf.4afb24ddce8f7c4399f9f84aa1646dc0.jpg,160,160,PP,9,85,76,160
plastic-bag-32-_jpeg.rf.4c8e1d4b33e686c4443acc7f3baaa433.jpg,160,160,LDPE,16,10,147,151
ps-80-_jpeg.rf.4debbcd697bed1e3b6ee465d50fde8e5.jpg,160,160,PS,41,21,117,138
trash-bin-74-_jpeg.rf.4b3a84fcc577a5bb074e2190b7e07e70.jpg,160,160,HDPE,16,13,144,142
botol-shampoo-2024-06-19T171145-024_jpeg.rf.4cd8768c2f7917f7b9aaf855b7dbf87b.jpg,160,160,PVC,64,11,96,121
fanta-49-_jpeg.rf.4e5e41d50633e599cf9f85669354bb76.jpg,160,160,PET,79,7,121,155
botol-detergen-2024-06-19T171308-279_jpeg.rf.4d08026be8f1d54b1c123354c2015c61.jpg,160,160,PVC,83,41,140,137
botol-detergen-2024-06-19T171308-279_jpeg.rf.4d08026be8f1d54b1c123354c2015c61.jpg,160,160,PVC,48,42,100,129
botol-detergen-2024-06-19T171308-279_jpeg.rf.4d08026be8f1d54b1c123354c2015c61.jpg,160,160,PVC,23,43,70,122
kantong-plastik-44-_jpeg.rf.4f149ce26511178c72564499613d6176.jpg,160,160,LDPE,29,15,133,148
botol-shampoo-2024-06-19T171145-024_jpeg.rf.4ea3b689e56e1d946b67fe2987d43040.jpg,160,160,PVC,65,11,97,121
ps-2024-06-10T231226-022_jpeg.rf.4d9b04ff4648fa555bfec2e8ecdcb2ef.jpg,160,160,PS,5,21,82,139
botol-detergen-2024-06-19T171307-263_jpeg.rf.4eb8cf1804090a24fc63bd7253eb5bd1.jpg,160,160,PVC,49,9,107,150
ps-61-_jpeg.rf.4e55bdcf5c49365aadfd1b3695ce151e.jpg,160,160,PS,68,17,159,144
ps-61-_jpeg.rf.4e55bdcf5c49365aadfd1b3695ce151e.jpg,160,160,PS,0,20,74,144
trash-bin-43-_jpeg.rf.4e8c1118fa8e169b073b5efa0508232d.jpg,160,160,HDPE,32,14,140,158
cocacola-32-_jpeg.rf.4f4834b0dcb0deb9fb258833fe0f008c.jpg,160,160,PET,26,14,70,143
cocacola-32-_jpeg.rf.4f4834b0dcb0deb9fb258833fe0f008c.jpg,160,160,PET,89,16,135,144
ps-155-_jpeg.rf.4e7330fa5c516c10b2c982f4e54aa9d7.jpg,160,160,PS,0,0,160,160
ps-75-_jpeg.rf.4eb8e93af8240b8e44b95d11053b8a33.jpg,160,160,PS,0,15,160,137
